ABC type,Allen,CCI/PAS ID,Wt,Findspot,No of Finds,lat,long,Hoard year,County only,Var obv,Var rev
2027,F,690041,1.27,Nunney,10,51.2035,-2.4022,1860,,Fo3,Fr1
2027,F,700003,1.08,Colerne,1,51.4557,-2.2748,1957,,Fo1,Fr1
2027,F,700004,0.66,Andoversford,1,51.8696,-1.9724,,,Fo1,Fr1
2027,F,700005,1.01,Alcester,1,52.2111,-1.8697,,,Fo1,Fr1
2027,F,710002,0.63,Andoversford,2,51.8696,-1.9724,,,Fo1,Fr1
2027,F,730014,1.19,Nunney,11,51.2035,-2.4022,1860,,Fo3,Fr3
2027,F,730015,1.15,Nunney,12,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,730016,1.14,Nunney,13,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,730017,0.98,Nunney,14,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,730018,1.14,Nunney,15,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,730020,1.23,Nunney,16,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,730021,1.16,Nunney,17,51.2035,-2.4022,1860,,Fo1,Fr3
2027,F,780002,0.73,Heywood,1,51.2760,-2.1878,,,Fo1,Fr1
2027,F,790003,,littledown and Iford,1,51.7455,-1.8313,,,Fo1,Fr1
2027,F,800005,0.65,Widcombe,1,51.3745,-2.3606,,,Fo1,Fr1
2027,F,820037,1.03,Widcombe,2,51.3745,-2.3606,,,Fo1,Fr1
2027,F,820038,,Bagendon,1,51.7527,-1.9869,,,Fo1,Fr1
2027,F,820039,0.48,Bagendon,2,51.7527,-1.9869,,,Fo1,Fr1
2027,F,820040,,Bagendon,3,51.7527,-1.9869,,,,
2027,F,820041,0.38,Bagendon,4,51.7527,-1.9869,,,Fo1,Fr1
2027,F,820042,0.71,Bagendon,5,51.7527,-1.9869,,,Fo1,Fr1
2027,F,820043,0.75,Bagendon,6,51.7527,-1.9869,,,Fo1,Fr1
2027,F,840229,,Oxfordshire,1,51.7612,-1.2465,,Y,Fo1,Fr1
2027,F,850059,0.95,Bicester,1,51.8935,-1.1586,,,Fo1,Fr3
2027,F,870319,0.54,Somerford Keynes,1,51.6448,-1.9869,,,Fo1,Fr1
2027,H,870700,1.23,Cleeve Prior,1,52.1213,-1.8992,,,Ho1,Hr1
2027,H,880163,0.76,Cleeve Prior,2,52.1213,-1.8992,,,Ho1,Hr1
2027,F,890208,1.1,Cricklade,2,51.6267,-1.8425,,,Fo1,Fr1
2027,F,900037,0.99,Cleeve Prior,3,52.1213,-1.8992,,,Fo1,Fr1
2027,F,900142,0.79,Yapton,1,50.8184,-0.6244,,,Fo1,Fr1
2027,F,910026,0.76,Bagendon,7,51.7527,-1.9869,,,Fo1,Fr1
2027,F,930240,0.6,"Drayton, Portsmouth ",1,50.8447,-1.0442,,,Fo1,Fr1
2027,F,940557,1.05,Swalcliffe,1,52.0302,-1.4621,,,Fo2,Fr1
2027,F,940931,0.88,Strandlake,1,51.7244,-1.4368,,,Fo1,Fr1
2027,F,962219,0.9,Thornbury,1,51.5897,-2.521,,,Fo1,Fr1
2027,F,972294,0.78,Kingscote,1,51.6625,-2.2761,,,Fo1,Fr1
2027,F,980082,1.3,Nunney,18,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,980083,1.2,Nunney,19,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,980085,1.27,Nunney,20,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,980086,1.28,Nunney,21,51.2035,-2.4022,1860,,Fo1,Fr3
2027,F,980092,1.03,Nunney,22,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,980094,1.17,Nunney,23,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,980096,1.25,Nunney,24,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,980097,1.18,Nunney,25,51.2035,-2.4022,1860,,Fo1,Fr1
2027,F,980106,1.17,Nunney,26,51.2035,-2.4022,1860,,Fo1,Fr1
2027,H,981283,0.78,White Ladies Ashton,1,52.1662,-2.1184,,,Ho1,Hr1
2027,F,981986,1.07,Woodstock,2,51.8409,-1.3628,,,Fo3,Fr1
2027,F,990627,0.91,Marlborough,1,51.4197,-1.7425,1857,Savernake,Fo1,Fr1
2027,F,991258,0.73,Wootton,1,51.8680,-1.3769,,,Fo1,Fr1
2027,F,991363,0.91,Charlbury,3,51.8685,-1.4931,,,Fo1,Fr1
2027,F,991692,,Northmoor,1,51.7152,-1.3935,,,Fo1,Fr1
2027,D,LANCUM-3FF096,0.97,"Barnsley, Cotswold",1,51.7444,-1.8885,,,Do1,Dr1
2027,F,WILT-646475,0.89,"Witham Friary, Mendip",1,51.1676,-2.3732,,,Fo1,Fr1
2027,F,WILT-A030F1,1.28,Cricklade,1,51.6381,-1.8564,,,Fo1,Fr1
2036,IJ,39,1.01,Charlbury,1,51.8680,-1.493,,,Ijo,Var1
2036,IJ,599,0.83,Charlbury,4,51.8685,-1.4931,,,Ijo,
2036,IJ,600,0.41,Charlbury,5,51.8685,-1.4931,,,Ijo,
2036,IJ,645,1.3,Edgbaston,1,52.4719,-1.9131,,,Ijo,Var1
2036,IJ,873,0.71,Charlbury,2,51.8685,-1.4931,,,Ijo,
2036,IJ,874,0.78,Charlbury,3,51.8685,-1.4931,,,Ijo,Var5
2036,IJ,1131,,Swalcliffe,1,52.0302,-1.4621,,,Ijo,Var5
2036,IJ,10139,0.8,Ashleworth,2,51.9232,-2.2777,,,Ijo,Var1
2036,IJ,10566,,Pershore,1,52.1123,-2.089,1993,,Ijo,Var?
2036,IJ,10567,0.7,Pershore,2,52.1123,-2.089,1993,,Ijo,Var?
2036,IJ,21059,0.96,Stonesfield,1,51.8502,-1.4352,,,Ijo,Var1
2036,IJ,30101,1.17,Dowdeswell,1,51.8696,-2.0159,,,Ijo,Var?
2036,IJ,30181,1.16,Ashleworth,1,51.9232,-2.2777,,,Ijo,Var2
2036,IJ,30410,0.7,Cirencester,1,51.7167,-1.9725,,,Ijo,Var1
2036,IJ,30521,0.93,Oxford,1,51.7504,-1.2626,,,Ijo,
2036,IJ,40053,1.09,Eynsham,1,51.7780,-1.3781,,,Ijo,
2036,IJ,40115,0.82,Pershore,3,52.1123,-2.089,1993,,Ijo,
2036,IJ,42551,,Alcester,1,52.2112,-1.8843,,,Ijo,Var1
2036,IJ,42552,,Alcester,2,52.2112,-1.8843,,,Ijo,Var1
2036,IJ,61033,0.8,Weston under Penyard,2,51.9044,-2.5247,,,Ijo,Var?
2036,IJ,610028,,Castle,1,51.8884,0.8758,,,Ijo,Var2 or 6
2036,IJ,610029,0.83,Bibury,1,51.7526,-1.8421,,,Ijo,Var2
2036,IJ,610031,0.89,Dymock,1,51.9766,-2.4382,,,Ijo,Ijr
2036,IJ,610032,0.72,Weston under Penyard,1,51.9044,-2.5247,,,Ijo,Var1
2036,IJ,610034,1.05,Stow-on-the-Wold,1,51.9322,-1.7251,,,Ijo,
2036,IJ,610036,0.63,Weston under Penyard,3,51.9044,-2.5247,,,Ijo,Var1
2036,IJ,690042,0.76,Coleford,1,51.7874,-2.5378,,,Ijo,
2036,IJ,690044,0.76,Braughing,1,51.9062,0.01916,,,Ijo,
2036,IJ,690047,0.77,Hengistbury Head,1,50.7145,-1.74947,,,Ijo,Var1
2036,IJ,720004,0.8,"Castle, Colchester",1,51.8884,0.8758,,,Ijo,Ijr
2036,IJ,730025,0.92,Wroxeter and Uppington,1,52.6679,-2.6521,,,Ijo,Var1
2036,IJ,730026,1,Duston,1,52.2338,-0.9764,,,Ijo,Var1
2036,IJ,730027,0.64,Duston,2,52.2338,-0.9764,,,Ijo,
2036,IJ,760003,1.14,Woodeaton,1,51.7951,-1.2329,,,Ijo,
2036,IJ,810005,0.7,Ross-on-Wye,1,51.9130,-2.5975,,,Ijo,
2036,IJ,820046,,Bagendon,1,51.7527,-1.9869,,,Ijo,Var1
2036,IJ,820047,0.43,Bagendon,2,51.7527,-1.9869,,,Ijo,
2036,IJ,820048,0.48,Bagendon,3,51.7527,-1.9869,,,Ijo,
2036,IJ,820049,,Bagendon,4,51.7527,-1.9869,,,Ijo,Var4
2036,IJ,850057,0.89,Bicester,1,51.8935,-1.1586,,,Ijo,Var1
2036,IJ,850060,0.92,Bicester,2,51.8935,-1.1586,,,Ijo,Ijr
2036,IJ,860162,0.82,"Kingsholm, Gloucester",1,51.8724,-2.2415,,,Ijo,Var1
2036,IJ,860163,0.81,"Kingsholm, Gloucester",2,51.8724,-2.2415,,,Ijo,
2036,IJ,870503,0.76,Beckford,1,52.0134,-2.0451,,,Ijo,Var1
2036,IJ,880080,1.03,Cleeve Prior,1,52.1213,-1.8992,,,Ijo,
2036,IJ,880164,,Cleeve Prior,2,52.1213,-1.8992,,,Ijo,
2036,IJ,900036,0.99,Cleeve Prior,3,52.1213,-1.8992,,,Ijo,
2036,IJ,900712,0.96,Cleeve Prior,4,52.1213,-1.8992,,,Ijo,Var2
2036,IJ,900717,0.83,Broadway,1,52.0673,-1.8701,,,Ijo,Var1
2036,IJ,900720,0.55,Alcester,3,52.2112,-1.8843,,,Ijo,
2036,IJ,910013,0.96,"Kingsholm, Gloucester",3,51.8724,-2.2415,,,Ijo,
2036,IJ,910014,0.79,"Kingsholm, Gloucester",4,51.8724,-2.2415,,,Ijo,
2036,IJ,910015,1.92,"Kingsholm, Gloucester",5,51.8724,-2.2415,,,Ijo,
2036,IJ,910020,1.02,"Kingsholm, Gloucester",6,51.8724,-2.2415,,,Ijo,Var5
2036,IJ,910022,0.57,"Kingsholm, Gloucester",7,51.8724,-2.2415,,,Ijo,
2036,IJ,910038,0.93,Warminster,1,51.2041,-2.1875,,,Ijo,Var5
2036,IJ,910321,0.71,Cleeve Prior,5,52.1482,-1.8845,,,Ijo,Var1
2036,IJ,920321,1.02,Wootton,1,51.8679,-1.3769,,,Ijo,Var1
2036,IJ,930292,0.62,Chesterton and Kingston,1,52.2191,-1.4891,,,Ijo,Var1
2036,IJ,930354,0.91,Merton,1,52.5467,0.8007,,,Ijo,Var1
2036,IJ,940248,,"Upper Quinton, Stratford-on-Avon",1,52.1168,-1.7419,,,Ijo,
2036,IJ,941092,1.1,Castle Eaton,1,51.6536,-1.799,,,Ijo,
2036,IJ,941327,0.92,Ashleworth,3,51.9232,-2.2777,,,Ijo,Var7
2036,IJ,941328,0.84,Ashleworth,4,51.9232,-2.2777,,,Ijo,Var5
2036,IJ,941407,0.97,Bourton-on-the-Water,1,51.8783,-1.769,,,Ijo,Var2
2036,IJ,953288,1.58,Cleeve Prior,6,52.1392,-1.8845,,,Ijo,
2036,IJ,953291,1.08,Cleeve Prior,7,52.1482,-1.8699,,,Ijo,
2036,IJ,960991,0.63,Evenley,1,52.0103,-1.1418,,,Ijo,
2036,IJ,961022,0.63,Evenley,3,52.0103,-1.1418,,,Ijo,Var1
2036,IJ,961028,1.2,Evenley,4,52.0103,-1.1418,,,Ijo,Var1
2036,IJ,961051,1.06,Whilton,1,52.2708,-1.1075,,,Ijo,Var1
2036,IJ,971888,0.85,Daventry,1,52.2532,-1.1664,,,Ijo,Var1
2036,IJ,981398,0.8,"Northway, Tewkesbury",1,52.0033,-2.1131,,,Ijo,
2036,IJ,982069,,Witney,1,51.8055,-1.4793,,,Ijo,Var1
2036,IJ,990663,0.84,Lower Slaughter,1,51.8963,-1.7689,,,Ijo,Var1
2036,IJ,991052,0.87,Great Witley,1,52.2916,-2.368,,,Ijo,
2036,IJ,991055,0.77,Great Witley,2,52.2916,-2.368,,,Ijo,
2036,IJ,9601017,0.73,Evenley,2,52.0103,-1.1418,,,Ijo,Var1
2036,IJ,FAPJW-1533E5,0.88,Bidford-on-Avon,1,52.1480,-1.87,,,Ijo,
2036,IJ,NARC1166,0.92,"Haversham cum Little Linford, Milton Keynes",1,52.0879,-0.7784,,,Ijo,
2036,IJ,WMID-EEDC47,1.1,Leamington Hastings,1,52.3052,-1.35,,,Ijo,
2072,G,40,0.86,Charlbury,1,51.8680,-1.493,,,Go5,Gr5
2072,G,870,0.83,Charlbury,3,51.8685,-1.4931,,,Go4,Gr4
2072,G,11012,0.89,Charlbury,2,51.8685,-1.4931,,,Go1,Gr1
2072,G,11446,,Woodeaton,1,51.7951,-1.2329,,,Go2,Gr2
2072,G,30053,,Dorn,1,52.0040,-1.7038,,,Go3,Gr3
2072,G,30183,0.56,Evesham,1,52.0943,-1.9576,,,Go1,Gr1
2072,G,40118,0.88,Compton Verney,1,51.7876,-1.5665,,,Go1,Gr1
2072,G,40504,,Chippenham,1,51.4559,-2.1309,,,Go5,Gr5
2072,G,40702,0.78,Charlbury,4,51.8685,-1.4931,,,Go5,Gr5
2072,G,41949,0.72,"Oare, Wiltshire",1,51.3681,-1.7735,,,Go1,Gr1
2072,G,42167,0.93,Andoversford,1,51.8696,-1.9724,,,Go1,Gr1
2072,G,80006,0.46,Mancetter,1,52.5609,-1.5294,,,Go1,Gr1
2072,G,610044,1,Stow-on-the-Wold,1,51.9322,-1.7251,,,Go2,Gr2
2072,G,610062,1.01,Nunney,1,51.2035,-2.4022,1860,,Go1,Gr1
2072,G,630004,1.04,Nunney,2,51.2035,-2.4022,1860,,Go4,Gr4
2072,G,680003,1.27,Nunney,3,51.2035,-2.4022,1860,,Go1,Gr1
2072,G,690062,1.21,Nunney,4,51.2035,-2.4022,1860,,Go3,Gr3
2072,G,690063,0.96,Nunney,5,51.2035,-2.4022,1860,,Go3,Gr3
2072,G,690064,1.24,Nunney,6,51.2035,-2.4022,1860,,Go4,Gr4
2072,G,690065,1.35,Nunney,7,51.2035,-2.4022,1860,,Go4,Gr4
2072,G,690066,0.9,Nunney,8,51.2035,-2.4022,1860,,Go2,Gr2
2072,G,700007,0.88,Colerne,1,51.4557,-2.2748,1957,,Go3,Gr3
2072,G,730031,0.91,"Salperton, Cotswold",1,51.8730,-1.871,,,Go1,Gr1
2072,G,730032,1.15,Duston,1,52.2334,-0.9351,,,Go2,Gr2
2072,G,800005,1.2,Widcombe,1,51.3745,-2.3606,,,Go1,Gr1
2072,G,820054,1,Ramsbury,1,51.4282,-1.5699,,,Go1,Gr1
2072,G,820055,0.78,Bagendon,1,51.7527,-1.9869,,,Go2,Gr2
2072,G,830237,0.93,Gloucestershire,1,51.8642,-2.238,,,Go1,Gr1
2072,G,830240,0.7,Gloucestershire,2,51.8642,-2.238,,,Go1,Gr1
2072,G,830282,1.05,North Cerney,1,51.7797,-2.0159,,,Go2,Gr2
2072,G,840391,1.15,Camerton,1,51.3112,-2.4605,,,Go5,Gr5
2072,G,840659,0.8,Gloucester,1,51.8603,-2.2483,,,Go1,Gr1
2072,G,850058,1.05,Bicester,1,51.8935,-1.1586,,,Go3,Gr3
2072,G,890216,0.98,Bidford-on-Avon,1,52.1482,-1.8553,,,Go4,Gr4
2072,G,910029,0.51,North Cerney,2,51.7797,-2.0159,,,,
2072,G,941154,1.08,Worcester,1,52.1965,-2.222,,,Go1,Gr1
2072,G,941406,1.06,Bagendon,2,51.7527,-1.9869,,,Go2,Gr2
2072,G,950585,1.11,Alcester,1,52.2112,-1.8843,,,Go5,Gr5
2072,G,980084,1.12,Nunney,9,51.2035,-2.4022,1860,,Go5,Gr5
2072,F,980098,1,Nunney,10,51.2035,-2.4022,1860,,,
2072,G,980100,1.15,Nunney,11,51.2035,-2.4022,1860,,,
2072,G,980102,0.89,Nunney,12,51.2035,-2.4022,1860,,Go2,Gr2
2072,G,980103,1.25,Nunney,13,51.2035,-2.4022,1860,,Go2,Gr2
2072,G,980104,1.12,Nunney,14,51.2035,-2.4022,1860,,Go1,Gr1
2072,G,982247,1.1,Bicester,2,51.8935,-1.1586,,,Go1,Gr1
2072,G,990572,0.91,South Cerney,1,51.6718,-1.9436,,,Go1,Gr1
2072,G,990662,0.79,Lower Slaughter,1,51.8963,-1.7689,,,Go4,Gr4
2072,G,991362,0.68,Horndean,1,50.9393,-1.0193,,,Go2,Gr2
2072,G,BERK-5DA762,1.1,"Bampton, West Oxfordshire",1,51.7235,-1.5491,,,Go1,Gr1
2072,G,GLO-1B8BF7,0.45,Highnam,1,51.8761,-2.2971,,,,
2072,F,GLO-7317EF,0.61,Sth Gloucestershire,1,51.5264,-2.4728,,Y,Fo1,Fr1
2072,G,GLO-C020C5,1.12,Stroud,1,51.7457,-2.2178,,,Go3,Gr3
2072,G,LANCUM-3C71FB,1.03,Northleach with Eastington,1,51.8250,-1.842,,,Go1,Gr1
2072,G,SUR-7AD24,1.15,East Boldre,1,50.8160,-1.49,,,Go2,Gr2
2081,H ,41,1.09,Gloucester,3,51.8603,-2.2483,,,Ho1,Hr1
2081,H ,872,1.2,Gloucester,4,51.8603,-2.2483,,,Ho1,Hr1
2081,H ,1057,1.09,Charlbury,2,51.8685,-1.4931,,,Ho1,Hr1
2081,H ,2033,,Pershore,1,52.1123,-2.089,1993,,Ho1,Hr1
2081,H ,10012,,Evesham,2,52.0943,-1.9576,,,Ho1,Hr1
2081,H ,10071,0.8,Netherton,1,52.0674,-2.016,,,Ho1,Hr1
2081,H ,10140,0.97,Oxford,1,51.7504,-1.2626,,,Ho1,Hr1
2081,H ,10534,0.95,Stonesfield,1,51.8502,-1.4352,,,Ho1,Hr1
2081,H ,11127,0.83,Charlbury,1,51.8685,-1.4931,,,Ho1,Hr1
2081,H ,20337,0.85,Gloucester,2,51.8603,-2.2483,,,Ho1,Hr1
2081,H ,20341,0.96,Bagendon,1,51.7527,-1.9869,,,Ho1,Hr1
2081,H ,20501,,Padstow,1,50.5553,-4.9519,,,Ho1,Hr1
2081,H ,20779,0.96,Eynsham,1,51.7780,-1.3781,,,Ho1,Hr1
2081,H ,30257,0.85,Cirencester,1,51.7167,-1.9725,,,Ho1,Hr1
2081,H ,30371,0.71,Gloucester,1,51.8603,-2.2483,,,Ho1,Hr1
2081,H ,30602,1.09,Dowdeswell,1,51.8696,-2.0159,,,Ho1,Hr1
2081,H ,30790,0.93,Gloucester,5,51.8603,-2.2483,,,Ho1,Hr1
2081,H ,40505,,Kington St Michael,1,51.4919,-2.1454,,,Ho1,Hr1
2081,F,40599,0.64,Standish,1,51.7703,-2.2912,,,Fo1,Fr1
2081,H ,610046,1.23,Nunney,1,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,610047,0.94,Nunney,2,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,610049,0.68,Dorchester,1,50.7088,-2.4404,,,,
2081,H ,610050,0.58,Weston under Penyard,1,51.9044,-2.5247,,,Ho1,Hr1
2081,H ,610051,,"Old Sleaford, North Kesteven",1,52.9989,-0.3983,,,Ho1,Hr1
2081,H ,640006,1.12,Duston,1,52.2338,-0.9764,,,Ho1,Hr1
2081,H ,660018,0.6,Widcombe,1,51.3745,-2.3606,,,Ho1,Hr1
2081,H ,660019,0.77,"Cathedral, Worcester",1,52.1840,-2.2208,,,Ho1,Hr1
2081,H ,690071,0.79,Hengistbury Head,1,50.7145,-1.74947,,,Ho1,Hr1
2081,H ,690072,1.07,Nunney,3,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,690073,0.69,Hengistbury Head,2,50.7145,-1.74947,,,Ho1,Hr1
2081,H ,690076,1.2,Nunney,4,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,690077,1.1,Nunney,5,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,690082,1.25,Nunney,6,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,700010,0.91,Alcester,1,52.2111,-1.8697,,,Ho1,Hr1
2081,H ,700011,1.07,Alcester,2,52.2111,-1.8697,,,Ho1,Hr1
2081,H ,700012,0.91,Andoversford,1,51.8696,-1.9724,,,Ho1,Hr1
2081,H ,710004,0.67,Whitton,1,51.4305,-3.3248,,,Ho1,Hr1
2081,H ,730041,0.85,Folkestone,1,51.0714,1.1675,1979,,Ho1,Hr1
2081,H ,750002,1.02,Kingscote,1,51.6534,-2.2905,,,Ho1,Hr1
2081,H ,790004,,Hengistbury Head,3,50.7145,-1.74947,,,Ho1,Hr1
2081,H ,800007,1.06,Widcombe,2,51.3745,-2.3606,,,Ho1,Hr1
2081,F,800009,1.25,Widcombe,3,51.3745,-2.3606,,,Fo3,Fr3
2081,H ,810010,0.89,Uley,1,51.6893,-2.3197,,,Ho1,Hr1
2081,H ,820057,,"Perrott's Brook, Cotswold",1,51.7530,-1.9739,,,Ho1,Hr1
2081,H ,820059,0.56,Bagendon,2,51.7527,-1.9869,,,,
2081,H ,820060,0.89,Caerwent,1,51.5973,-2.7666,,,Ho1,Hr1
2081,H ,840390,1.11,Camerton,1,51.3112,-2.4605,,,Ho1,Hr1
2081,H ,850075,,Hengistbury Head,4,50.7145,-1.74947,,,Ho1,Hr1
2081,H ,880002,0.78,Moulsham and Central,1,51.7269,0.4601,,,Ho1,Hr1
2081,H ,880078,0.96,Compton Verney,1,52.1743,-1.5335,,,Ho1,Hr1
2081,H ,900038,1.11,Wickhamford,1,52.0584,-1.9139,,,Ho1,Hr1
2081,H ,900742,0.63,North Cerney,1,51.7797,-2.0159,,,Ho1,Hr1
2081,H ,910019,0.49,"Kingsholm, Gloucester",1,51.8724,-2.2415,,,Ho1,Hr1
2081,H ,910326,0.96,"Cathedral, Worcester",2,52.1930,-2.2209,,,Ho1,Hr1
2081,H ,920691,1.16,Swindon,1,51.5547,-1.785,,,Ho1,Hr1
2081,H ,930494,,Wiltshire,1,51.2463,-1.9922,,Y,Ho1,Hr1
2081,H ,940925,1.07,"Market Lavington, Wiltshire",1,51.2868,-1.9775,,,Ho1,Hr1
2081,H ,940988,1.3,Cleeve Prior,1,52.1392,-1.8845,,,Ho1,Hr1
2081,H ,941095,0.96,Castle Eaton,1,51.6536,-1.799,,,Ho1,Hr1
2081,H ,941326,1.15,Ashleworth,1,51.9232,-2.2777,,,Ho1,Hr1
2081,H ,953290,1.06,Chesterton and Kingston,1,52.2191,-1.4891,,,Ho1,Hr1
2081,H ,960991,0.7,Evenley,1,52.0103,-1.1418,,,Ho1,Hr1
2081,H ,963356,1.11,Kingscote,2,51.6534,-2.2905,,,Ho1,Hr1
2081,H ,963430,0.94,Alcester,3,52.2112,-1.8843,,,Ho1,Hr1
2081,H ,970165,,witney,1,51.8055,-1.4793,,,Ho1,Hr1
2081,H ,972293,1.13,Tysoe,1,52.0933,-1.5051,,,Ho1,Hr1
2081,H ,980101,1.24,Nunney,7,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,980105,0.98,Nunney,8,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,980107,1.08,Nunney,9,51.2035,-2.4022,1860,,Ho1,Hr1
2081,H ,981421,1.02,"Maes Knoll, Bristol",1,51.3848,-2.5815,,,Ho1,Hr1
2081,H ,991056,0.88,Great Witley,1,52.2916,-2.368,,,Ho1,Hr1
2081,H ,991364,0.85,Woodstock,1,51.8409,-1.3628,,,Ho1,Hr1
2081,H ,GLO-C8A008,0.55,Priston,1,51.3470,-2.446,,,Ho1,Hr1
2081,H ,GLO-D8BDC6,0.78,Sth Gloucestershire,1,51.5264,-2.4728,,,Ho1,Hr1
2081,H ,IARWC-63DAE16A0C,0.89,"Caldicot, Monmouthshire",1,51.5915,-2.7509,,,Ho1,Hr1
2081,H ,IARWC-63DAE832,0.67,"Whitton, Vale of Glamorgan",2,51.4328,-3.3579,,,Ho1,Hr1
2081,H ,LANCUM-1E71D3,0.85,Northleach,1,51.4201,-1.7271,,,Ho1,Hr1
2081,H ,LEIC-4E6F78,0.82,West Oxfordshire,1,51.8510,-1.653,,,Ho1,Hr1
2081,H ,LON-AD16C1,0.88,"Boxley, Maidstone",1,51.3022,0.5431,1980,,Ho1,Hr1
2081,H ,WILT-41F6C6,0.82,Cricklade,1,51.6381,-1.8564,,,Ho1,Hr1
2081,H ,WILT-53E188,1.09,West Lavington,1,51.2670,-1.987,,,Ho1,Hr1
2084,0,20097,1.18,Ashleworth,2,51.9232,-2.2777,,,Ko1,Kr1
2084,0,20365,0.83,Woodstock,1,51.8409,-1.3628,,,Ko1,Kr1
2084,0,21131,0.52,Ashleworth,1,51.9232,-2.2777,,,Ko1,Kr1
2084,0,30923,1.23,Ashleworth,3,51.9232,-2.2777,,,Ko1,Kr1
2084,0,40208,1,Wiltshire,1,51.2463,-1.9922,,Y,Ko1,Kr1
2084,0,90741,1.09,North Cerney,1,51.7797,-2.0159,,,Ko1,Kr1
2084,0,660020,1.01,Nunney,1,51.2035,-2.4022,1860,,Ko1,Kr1
2084,0,690074,1.09,Nunney,2,51.2035,-2.4022,1860,,Ko1,Kr1
2084,0,690075,1.07,Nunney,3,51.2035,-2.4022,,,Ko1,Kr1
2084,0,700008,0.86,Colerne,1,51.4557,-2.2748,1957,,Ko1,Kr1
2084,0,750003,1.14,Butcombe,1,51.3549,-2.7194,,,Ko1,Kr1
2084,0,910322,0.86,Bedford-on-Avon,1,52.1482,-1.8699,,,Ko1,Kr1
2084,0,941091,1.35,Castle Eaton,1,51.6536,-1.799,,,Ko1,Kr1
2084,0,953388,1.04,Gloucestershire,1,51.8642,-2.238,,Y,Ko1,Kr1
2084,0,981425,0.97,Witney,1,51.8055,-1.4793,,,Ko1,Kr1
2084,1,WILT-3AB775,0.88,Near Devizes,1,51.3489,-1.9948,,,Ko1,Kr1
 ,0,920039,0.56,Gloucester,1,51.8783,-2.2629,,,Ijo,
